theme,approach,fold,wss95,wss95_threshold,roc_auc,best_f1,best_f1_threshold,precision_at_best_f1,recall_at_best_f1,n,n_errors,mean_latency_s,calibrated_recall,calibrated_precision,calibrated_excluded,calibrated_missed
slr,llama3.2:3b/few-shot-random,1,-0.050000000000000044,1.0,0.5,0.7692307692307693,1.0,0.625,1.0,8,0,3.48,,,,
slr,llama3.2:3b/few-shot-random,2,-0.050000000000000044,1.0,0.5,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,7.43,,,,
slr,llama3.2:3b/few-shot-random,3,-0.050000000000000044,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,8,0,9.41,,,,
slr,llama3.2:3b/few-shot-random-k1,1,-0.050000000000000044,1.0,0.5,0.7692307692307693,1.0,0.625,1.0,8,0,5.02,,,,
slr,llama3.2:3b/few-shot-random-k1,2,-0.050000000000000044,1.0,0.5,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,3.85,,,,
slr,llama3.2:3b/few-shot-random-k1,3,-0.050000000000000044,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,8,0,4.57,,,,
slr,llama3.2:3b/few-shot-random-k4,1,-0.050000000000000044,1.0,0.5,0.7692307692307693,1.0,0.625,1.0,8,0,6.75,,,,
slr,llama3.2:3b/few-shot-random-k4,2,-0.050000000000000044,1.0,0.5,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,4.77,,,,
slr,llama3.2:3b/few-shot-random-k4,3,-0.050000000000000044,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,8,0,4.5,,,,
slr,llama3.2:3b/few-shot-similar,1,-0.050000000000000044,1.0,0.5,0.7692307692307693,1.0,0.625,1.0,8,0,5.2,,,,
slr,llama3.2:3b/few-shot-similar,2,-0.050000000000000044,1.0,0.5,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,10.04,,,,
slr,llama3.2:3b/few-shot-similar,3,-0.050000000000000044,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,8,0,6.02,,,,
slr,llama3.2:3b/few-shot-similar-k1,1,-0.050000000000000044,1.0,0.5,0.7692307692307693,1.0,0.625,1.0,8,0,4.74,,,,
slr,llama3.2:3b/few-shot-similar-k1,2,-0.050000000000000044,1.0,0.5,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,4.96,,,,
slr,llama3.2:3b/few-shot-similar-k1,3,-0.050000000000000044,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,8,0,5.53,,,,
slr,llama3.2:3b/few-shot-similar-k4,1,-0.050000000000000044,1.0,0.5,0.7692307692307693,1.0,0.625,1.0,8,0,8.32,,,,
slr,llama3.2:3b/few-shot-similar-k4,2,-0.050000000000000044,1.0,0.5,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,8.04,,,,
slr,llama3.2:3b/few-shot-similar-k4,3,-0.050000000000000044,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,8,0,7.17,,,,
slr,llama3.2:3b/zero-shot,1,0.07499999999999996,5.0,0.6666666666666667,0.8333333333333333,5.0,0.7142857142857143,1.0,8,0,5.18,,,,
slr,llama3.2:3b/zero-shot,2,-0.050000000000000044,1.0,0.6785714285714286,0.7999999999999999,5.0,0.75,0.8571428571428571,11,0,4.32,,,,
slr,llama3.2:3b/zero-shot,3,0.32499999999999996,5.0,0.875,0.888888888888889,5.0,0.8,1.0,8,0,4.32,,,,
slr,qwen2.5:3b/few-shot-random,1,-0.050000000000000044,1.0,0.9,0.888888888888889,5.0,1.0,0.8,8,0,4.34,,,,
slr,qwen2.5:3b/few-shot-random,2,-0.050000000000000044,1.0,0.5892857142857143,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,4.16,,,,
slr,qwen2.5:3b/few-shot-random,3,-0.050000000000000044,1.0,0.4375,0.6666666666666666,1.0,0.5,1.0,8,0,4.51,,,,
slr,qwen2.5:3b/few-shot-random-k1,1,0.32499999999999996,5.0,1.0,1.0,5.0,1.0,1.0,8,0,5.06,,,,
slr,qwen2.5:3b/few-shot-random-k1,2,-0.050000000000000044,1.0,0.6785714285714286,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,3.33,,,,
slr,qwen2.5:3b/few-shot-random-k1,3,0.32499999999999996,5.0,0.875,0.888888888888889,5.0,0.8,1.0,8,0,3.47,,,,
slr,qwen2.5:3b/few-shot-random-k4,1,-0.050000000000000044,1.0,0.8,0.7692307692307693,1.0,0.625,1.0,8,0,4.74,,,,
slr,qwen2.5:3b/few-shot-random-k4,2,-0.050000000000000044,1.0,0.49999999999999994,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,3.28,,,,
slr,qwen2.5:3b/few-shot-random-k4,3,-0.050000000000000044,1.0,0.46875,0.6666666666666666,1.0,0.5,1.0,8,0,3.43,,,,
slr,qwen2.5:3b/few-shot-similar,1,-0.050000000000000044,1.0,0.9,0.888888888888889,5.0,1.0,0.8,8,0,5.82,,,,
slr,qwen2.5:3b/few-shot-similar,2,-0.050000000000000044,1.0,0.6964285714285714,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,5.46,,,,
slr,qwen2.5:3b/few-shot-similar,3,-0.050000000000000044,1.0,0.53125,0.6666666666666666,1.0,0.5,1.0,8,0,5.23,,,,
slr,qwen2.5:3b/few-shot-similar-k1,1,0.32499999999999996,5.0,1.0,1.0,5.0,1.0,1.0,8,0,3.93,,,,
slr,qwen2.5:3b/few-shot-similar-k1,2,0.04090909090909087,4.0,0.7678571428571429,0.8235294117647058,4.0,0.7,1.0,11,0,3.72,,,,
slr,qwen2.5:3b/few-shot-similar-k1,3,-0.050000000000000044,1.0,0.65625,0.6666666666666666,1.0,0.5,1.0,8,0,3.61,,,,
slr,qwen2.5:3b/few-shot-similar-k4,1,-0.050000000000000044,1.0,0.9,0.888888888888889,5.0,1.0,0.8,8,0,6.39,,,,
slr,qwen2.5:3b/few-shot-similar-k4,2,-0.050000000000000044,1.0,0.5178571428571428,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,6.41,,,,
slr,qwen2.5:3b/few-shot-similar-k4,3,-0.050000000000000044,1.0,0.625,0.6666666666666666,1.0,0.5,1.0,8,0,5.77,,,,
slr,qwen2.5:3b/zero-shot,1,0.32499999999999996,4.0,1.0,1.0,4.0,1.0,1.0,8,0,6.3,,,,
slr,qwen2.5:3b/zero-shot,2,-0.050000000000000044,1.0,0.6785714285714286,0.7777777777777778,1.0,0.6363636363636364,1.0,11,0,3.73,,,,
slr,qwen2.5:3b/zero-shot,3,-0.050000000000000044,1.0,0.78125,0.75,4.0,0.75,0.75,8,0,3.66,,,,
testing,gemma2:2b/few-shot-random,1,-0.050000000000000044,1.0,0.5,0.18604651162790695,1.0,0.10256410256410256,1.0,39,0,4.24,,,,
testing,gemma2:2b/few-shot-random,2,-0.026190476190476236,3.0,0.5125,0.09302325581395349,3.0,0.04878048780487805,1.0,42,0,4.14,,,,
testing,gemma2:2b/few-shot-random,3,0.00882352941176466,3.0,0.53125,0.11764705882352941,3.0,0.0625,1.0,51,0,4.16,,,,
testing,gemma2:2b/few-shot-similar,1,-0.050000000000000044,1.0,0.5,0.18604651162790695,1.0,0.10256410256410256,1.0,39,0,4.24,,,,
testing,gemma2:2b/few-shot-similar,2,-0.026190476190476236,3.0,0.5125,0.09302325581395349,3.0,0.04878048780487805,1.0,42,0,4.19,,,,
testing,gemma2:2b/few-shot-similar,3,0.028431372549019562,3.0,0.5416666666666667,0.12,3.0,0.06382978723404255,1.0,51,0,4.24,,,,
testing,gemma2:2b/zero-shot,1,0.5653846153846154,3.0,0.8428571428571429,0.4210526315789474,3.0,0.26666666666666666,1.0,39,0,3.46,,,,
testing,gemma2:2b/zero-shot,2,0.5214285714285714,5.0,0.7999999999999999,0.19999999999999998,5.0,0.1111111111111111,1.0,42,0,3.07,,,,
testing,gemma2:2b/zero-shot,3,0.45980392156862737,5.0,0.7708333333333333,0.21428571428571425,5.0,0.12,1.0,51,0,3.04,,,,
testing,llama3.2:3b/few-shot-random,1,0.12948717948717944,5.0,0.6,0.2222222222222222,5.0,0.125,1.0,39,0,6.26,,,,
testing,llama3.2:3b/few-shot-random,2,-0.050000000000000044,1.0,0.5,0.0909090909090909,1.0,0.047619047619047616,1.0,42,0,5.93,,,,
testing,llama3.2:3b/few-shot-random,3,0.12647058823529408,5.0,0.59375,0.13333333333333333,5.0,0.07142857142857142,1.0,51,0,5.9,,,,
testing,llama3.2:3b/few-shot-random-k1,1,0.18076923076923074,5.0,0.6285714285714286,0.23529411764705882,5.0,0.13333333333333333,1.0,39,0,4.89,,,,
testing,llama3.2:3b/few-shot-random-k1,2,-0.002380952380952428,5.0,0.525,0.09523809523809523,5.0,0.05,1.0,42,0,3.97,,,,
testing,llama3.2:3b/few-shot-random-k1,3,0.14607843137254897,5.0,0.6041666666666666,0.13636363636363635,5.0,0.07317073170731707,1.0,51,0,4.11,,,,
testing,llama3.2:3b/few-shot-random-k4,1,0.026923076923076883,5.0,0.5428571428571429,0.19999999999999998,5.0,0.1111111111111111,1.0,39,0,5.36,,,,
testing,llama3.2:3b/few-shot-random-k4,2,-0.026190476190476236,5.0,0.5125,0.09302325581395349,5.0,0.04878048780487805,1.0,42,0,4.59,,,,
testing,llama3.2:3b/few-shot-random-k4,3,0.18529411764705878,5.0,0.625,0.14285714285714288,5.0,0.07692307692307693,1.0,51,0,4.7,,,,
testing,llama3.2:3b/few-shot-similar,1,0.026923076923076883,5.0,0.5428571428571429,0.19999999999999998,5.0,0.1111111111111111,1.0,39,0,8.33,,,,
testing,llama3.2:3b/few-shot-similar,2,-0.050000000000000044,1.0,0.5,0.0909090909090909,1.0,0.047619047619047616,1.0,42,0,7.79,,,,
testing,llama3.2:3b/few-shot-similar,3,0.048039215686274464,5.0,0.5520833333333333,0.12244897959183672,5.0,0.06521739130434782,1.0,51,0,7.4,,,,
testing,llama3.2:3b/few-shot-similar-k1,1,0.07820512820512815,5.0,0.5714285714285714,0.21052631578947367,5.0,0.11764705882352941,1.0,39,0,4.86,,,,
testing,llama3.2:3b/few-shot-similar-k1,2,-0.026190476190476236,5.0,0.5125,0.09302325581395349,5.0,0.04878048780487805,1.0,42,0,4.88,,,,
testing,llama3.2:3b/few-shot-similar-k1,3,0.048039215686274464,5.0,0.5520833333333334,0.12244897959183672,5.0,0.06521739130434782,1.0,51,0,4.79,,,,
testing,llama3.2:3b/few-shot-similar-k4,1,0.052564102564102516,5.0,0.5571428571428572,0.20512820512820512,5.0,0.11428571428571428,1.0,39,0,7.84,,,,
testing,llama3.2:3b/few-shot-similar-k4,2,-0.050000000000000044,1.0,0.5,0.0909090909090909,1.0,0.047619047619047616,1.0,42,0,7.98,,,,
testing,llama3.2:3b/few-shot-similar-k4,3,-0.030392156862745143,3.0,0.38888888888888884,0.11320754716981131,3.0,0.06,1.0,51,0,7.77,,,,
testing,llama3.2:3b/zero-shot,1,0.4884615384615384,5.0,0.8,0.3636363636363636,5.0,0.2222222222222222,1.0,39,0,5.96,,,,
testing,llama3.2:3b/zero-shot,2,0.4261904761904761,5.0,0.75,0.16666666666666669,5.0,0.09090909090909091,1.0,42,0,5.44,,,,
testing,llama3.2:3b/zero-shot,3,0.5970588235294118,5.0,0.84375,0.2857142857142857,5.0,0.16666666666666666,1.0,51,0,5.19,,,,
testing,qwen2.5:3b/few-shot-random,1,-0.050000000000000044,1.0,0.8571428571428571,0.75,5.0,0.75,0.75,39,0,3.14,,,,
testing,qwen2.5:3b/few-shot-random,2,0.8785714285714286,5.0,0.9874999999999999,0.8,5.0,0.6666666666666666,1.0,42,0,2.88,,,,
testing,qwen2.5:3b/few-shot-random,3,-0.030392156862745143,4.0,0.579861111111111,0.18181818181818182,5.0,0.125,0.3333333333333333,51,0,2.87,,,,
testing,qwen2.5:3b/few-shot-random-k1,1,-0.024358974358974404,4.0,0.8642857142857142,0.75,5.0,0.75,0.75,39,0,3.32,,,,
testing,qwen2.5:3b/few-shot-random-k1,2,0.3071428571428571,4.0,0.8312499999999999,0.5,5.0,0.5,0.5,42,0,2.85,,,,
testing,qwen2.5:3b/few-shot-random-k1,3,0.18529411764705878,4.0,0.71875,0.28571428571428575,5.0,0.25,0.3333333333333333,51,0,2.84,,,,
testing,qwen2.5:3b/few-shot-random-k4,1,-0.050000000000000044,1.0,0.8714285714285714,0.8571428571428571,7.0,1.0,0.75,39,0,3.68,,,,
testing,qwen2.5:3b/few-shot-random-k4,2,-0.050000000000000044,1.0,0.5,0.0909090909090909,1.0,0.047619047619047616,1.0,42,0,3.06,,,,
testing,qwen2.5:3b/few-shot-random-k4,3,-0.050000000000000044,1.0,0.5,0.1111111111111111,1.0,0.058823529411764705,1.0,51,0,2.99,,,,
testing,qwen2.5:3b/few-shot-similar,1,0.0012820512820512359,4.0,0.7392857142857142,0.5714285714285715,6.0,0.6666666666666666,0.5,39,0,4.43,,,,
testing,qwen2.5:3b/few-shot-similar,2,-0.026190476190476236,4.0,0.7125,0.3333333333333333,5.0,0.25,0.5,42,0,4.26,,,,
testing,qwen2.5:3b/few-shot-similar,3,-0.050000000000000044,1.0,0.6145833333333333,0.4,7.0,0.5,0.3333333333333333,51,0,4.05,,,,
testing,qwen2.5:3b/few-shot-similar-k1,1,0.7961538461538461,6.0,0.9928571428571428,0.8571428571428571,7.0,1.0,0.75,39,0,3.72,,,,
testing,qwen2.5:3b/few-shot-similar-k1,2,-0.002380952380952428,3.0,0.5375,0.25,6.0,0.16666666666666666,0.5,42,0,3.52,,,,
testing,qwen2.5:3b/few-shot-similar-k1,3,-0.010784313725490241,3.0,0.6527777777777778,0.4,7.0,0.5,0.3333333333333333,51,0,3.51,,,,
testing,qwen2.5:3b/few-shot-similar-k4,1,-0.024358974358974404,4.0,0.7357142857142858,0.5714285714285715,6.0,0.6666666666666666,0.5,39,0,5.8,,,,
testing,qwen2.5:3b/few-shot-similar-k4,2,-0.002380952380952428,4.0,0.74375,0.5,6.0,0.5,0.5,42,0,5.69,,,,
testing,qwen2.5:3b/few-shot-similar-k4,3,-0.050000000000000044,1.0,0.4479166666666667,0.1111111111111111,1.0,0.058823529411764705,1.0,51,0,5.78,,,,
testing,qwen2.5:3b/zero-shot,1,0.4115384615384615,3.0,0.9178571428571428,0.75,5.0,0.75,0.75,39,0,3.2,,,,
testing,qwen2.5:3b/zero-shot,2,0.9023809523809523,5.0,1.0,1.0,5.0,1.0,1.0,42,0,2.79,,,,
testing,qwen2.5:3b/zero-shot,3,0.4401960784313725,4.0,0.8333333333333334,0.5,6.0,1.0,0.3333333333333333,51,0,2.8,,,,
xbi,gemma2:2b/few-shot-random,1,-0.02560975609756102,3.0,0.5151515151515151,0.33333333333333337,3.0,0.2,1.0,41,0,4.23,,,,
xbi,gemma2:2b/few-shot-random,2,-0.02014925373134333,3.0,0.5163934426229508,0.16901408450704225,3.0,0.09230769230769231,1.0,67,0,4.37,,,,
xbi,gemma2:2b/few-shot-random,3,-0.031818181818181863,3.0,0.5106382978723405,0.25806451612903225,3.0,0.14814814814814814,1.0,55,0,4.72,,,,
xbi,gemma2:2b/few-shot-similar,1,-0.02560975609756102,3.0,0.5151515151515151,0.33333333333333337,3.0,0.2,1.0,41,0,4.57,,,,
xbi,gemma2:2b/few-shot-similar,2,-0.02014925373134333,3.0,0.5163934426229508,0.16901408450704225,3.0,0.09230769230769231,1.0,67,0,4.63,,,,
xbi,gemma2:2b/few-shot-similar,3,-0.013636363636363683,3.0,0.5212765957446808,0.26229508196721313,3.0,0.1509433962264151,1.0,55,0,4.55,,,,
xbi,gemma2:2b/zero-shot,1,0.5109756097560976,5.0,0.8484848484848484,0.6153846153846153,5.0,0.4444444444444444,1.0,41,0,3.42,,,,
xbi,gemma2:2b/zero-shot,2,0.6813432835820895,4.0,0.9016393442622951,0.5,4.0,0.3333333333333333,1.0,67,0,3.07,,,,
xbi,gemma2:2b/zero-shot,3,-0.013636363636363683,2.0,0.5438829787234043,0.26229508196721313,2.0,0.1509433962264151,1.0,55,0,3.1,,,,
xbi,llama3.2:3b/few-shot-random,1,-0.001219512195121994,5.0,0.5303030303030303,0.3404255319148936,5.0,0.20512820512820512,1.0,41,0,4.72,,,,
xbi,llama3.2:3b/few-shot-random,2,-0.005223880597014972,5.0,0.5245901639344263,0.17142857142857143,5.0,0.09375,1.0,67,0,4.49,,,,
xbi,llama3.2:3b/few-shot-random,3,0.02272727272727268,5.0,0.5425531914893618,0.2711864406779661,5.0,0.1568627450980392,1.0,55,0,4.72,,,,
xbi,llama3.2:3b/few-shot-random-k1,1,0.16951219512195118,6.0,0.6363636363636364,0.4,6.0,0.25,1.0,41,0,4.64,,,,
xbi,llama3.2:3b/few-shot-random-k1,2,0.2485074626865671,5.0,0.6639344262295082,0.22641509433962262,5.0,0.1276595744680851,1.0,67,0,4.56,,,,
xbi,llama3.2:3b/few-shot-random-k1,3,0.25909090909090904,5.0,0.6808510638297872,0.34782608695652173,5.0,0.21052631578947367,1.0,55,0,4.42,,,,
xbi,llama3.2:3b/few-shot-random-k4,1,0.04756097560975606,6.0,0.5606060606060606,0.35555555555555557,6.0,0.21621621621621623,1.0,41,0,5.63,,,,
xbi,llama3.2:3b/few-shot-random-k4,2,0.2186567164179104,5.0,0.6475409836065573,0.2181818181818182,5.0,0.12244897959183673,1.0,67,0,4.96,,,,
xbi,llama3.2:3b/few-shot-random-k4,3,0.16818181818181813,5.0,0.6276595744680852,0.3137254901960785,5.0,0.18604651162790697,1.0,55,0,5.16,,,,
xbi,llama3.2:3b/few-shot-similar,1,-0.001219512195121994,5.0,0.5303030303030303,0.3404255319148936,5.0,0.20512820512820512,1.0,41,0,5.9,,,,
xbi,llama3.2:3b/few-shot-similar,2,0.08432835820895518,5.0,0.5737704918032787,0.1875,5.0,0.10344827586206896,1.0,67,0,6.14,,,,
xbi,llama3.2:3b/few-shot-similar,3,0.004545454545454498,5.0,0.5319148936170213,0.2666666666666667,5.0,0.15384615384615385,1.0,55,0,6.01,,,,
xbi,llama3.2:3b/few-shot-similar-k1,1,-0.001219512195121994,5.0,0.5303030303030303,0.3404255319148936,5.0,0.20512820512820512,1.0,41,0,4.94,,,,
xbi,llama3.2:3b/few-shot-similar-k1,2,0.06940298507462682,5.0,0.5655737704918034,0.18461538461538463,5.0,0.1016949152542373,1.0,67,0,4.91,,,,
xbi,llama3.2:3b/few-shot-similar-k1,3,0.004545454545454498,5.0,0.5319148936170213,0.2666666666666667,5.0,0.15384615384615385,1.0,55,0,4.88,,,,
xbi,llama3.2:3b/few-shot-similar-k4,1,-0.001219512195121994,5.0,0.5151515151515151,0.3404255319148936,5.0,0.20512820512820512,1.0,41,0,8.06,,,,
xbi,llama3.2:3b/few-shot-similar-k4,2,0.14402985074626862,5.0,0.6065573770491803,0.19999999999999998,5.0,0.1111111111111111,1.0,67,0,8.69,,,,
xbi,llama3.2:3b/few-shot-similar-k4,3,0.04090909090909087,5.0,0.5531914893617021,0.2758620689655173,5.0,0.16,1.0,55,0,8.29,,,,
xbi,llama3.2:3b/zero-shot,1,0.5353658536585365,5.0,0.8636363636363636,0.6399999999999999,5.0,0.47058823529411764,1.0,41,0,4.44,,,,
xbi,llama3.2:3b/zero-shot,2,0.6365671641791044,5.0,0.8770491803278688,0.4444444444444445,5.0,0.2857142857142857,1.0,67,0,3.88,,,,
xbi,llama3.2:3b/zero-shot,3,0.22272727272727266,3.0,0.7234042553191489,0.375,5.0,0.25,0.75,55,0,4.17,,,,
xbi,qwen2.5:3b/few-shot-random,1,0.6329268292682927,6.0,0.9299242424242423,0.761904761904762,6.0,0.6153846153846154,1.0,41,0,3.05,,,,
xbi,qwen2.5:3b/few-shot-random,2,0.6365671641791044,5.0,0.9467213114754099,0.6666666666666667,7.0,0.5555555555555556,0.8333333333333334,67,0,2.99,,,,
xbi,qwen2.5:3b/few-shot-random,3,-0.050000000000000044,1.0,0.5438829787234043,0.3333333333333333,5.0,0.5,0.25,55,0,3.11,,,,
xbi,qwen2.5:3b/few-shot-random-k1,1,0.5597560975609756,6.0,0.9090909090909091,0.6666666666666666,6.0,0.5,1.0,41,0,3.44,,,,
xbi,qwen2.5:3b/few-shot-random-k1,2,0.7410447761194029,6.0,0.9781420765027323,0.8,7.0,1.0,0.6666666666666666,67,0,3.02,,,,
xbi,qwen2.5:3b/few-shot-random-k1,3,-0.050000000000000044,1.0,0.4162234042553191,0.28571428571428575,5.0,0.3333333333333333,0.25,55,0,2.93,,,,
xbi,qwen2.5:3b/few-shot-random-k4,1,-0.050000000000000044,1.0,0.8901515151515151,0.7142857142857143,7.0,0.8333333333333334,0.625,41,0,3.46,,,,
xbi,qwen2.5:3b/few-shot-random-k4,2,0.7410447761194029,5.0,0.9562841530054644,0.6,5.0,0.42857142857142855,1.0,67,0,3.02,,,,
xbi,qwen2.5:3b/few-shot-random-k4,3,-0.050000000000000044,1.0,0.40691489361702127,0.25396825396825395,1.0,0.14545454545454545,1.0,55,0,3.18,,,,
xbi,qwen2.5:3b/few-shot-similar,1,-0.050000000000000044,1.0,0.5151515151515151,0.326530612244898,1.0,0.1951219512195122,1.0,41,0,4.27,,,,
xbi,qwen2.5:3b/few-shot-similar,2,0.009701492537313387,4.0,0.7377049180327869,0.3333333333333333,6.0,0.2222222222222222,0.6666666666666666,67,0,4.46,,,,
xbi,qwen2.5:3b/few-shot-similar,3,-0.050000000000000044,1.0,0.4375,0.25396825396825395,1.0,0.14545454545454545,1.0,55,0,4.4,,,,
xbi,qwen2.5:3b/few-shot-similar-k1,1,0.0963414634146341,4.0,0.7367424242424242,0.5,5.0,0.375,0.75,41,0,3.66,,,,
xbi,qwen2.5:3b/few-shot-similar-k1,2,0.6365671641791044,6.0,0.9016393442622951,0.4444444444444445,6.0,0.2857142857142857,1.0,67,0,3.6,,,,
xbi,qwen2.5:3b/few-shot-similar-k1,3,0.13181818181818178,4.0,0.5478723404255319,0.3018867924528302,4.0,0.17777777777777778,1.0,55,0,3.55,,,,
xbi,qwen2.5:3b/few-shot-similar-k4,1,-0.02560975609756102,4.0,0.5151515151515151,0.33333333333333337,4.0,0.2,1.0,41,0,5.95,,,,
xbi,qwen2.5:3b/few-shot-similar-k4,2,0.02462686567164174,4.0,0.6844262295081968,0.28571428571428575,5.0,0.2,0.5,67,0,6.37,,,,
xbi,qwen2.5:3b/few-shot-similar-k4,3,-0.050000000000000044,1.0,0.47739361702127664,0.25396825396825395,1.0,0.14545454545454545,1.0,55,0,6.02,,,,
xbi,qwen2.5:3b/zero-shot,1,0.6329268292682927,4.0,0.9621212121212122,0.761904761904762,4.0,0.6153846153846154,1.0,41,0,3.12,,,,
xbi,qwen2.5:3b/zero-shot,2,0.8604477611940298,5.0,1.0,1.0,5.0,1.0,1.0,67,0,2.78,,,,
xbi,qwen2.5:3b/zero-shot,3,-0.050000000000000044,1.0,0.699468085106383,0.5263157894736842,4.0,0.45454545454545453,0.625,55,0,2.85,,,,
games,svm-baseline,1,-0.031818181818181863,0.21561,0.33999999999999997,0.5333333333333333,0.211983,0.36363636363636365,1.0,55,0,,1.0,0.36363636363636365,0.0,0.0
games,svm-baseline,2,-0.050000000000000044,0.105598,0.49130434782608695,0.6969696969696969,0.105598,0.5348837209302325,1.0,43,0,,1.0,0.5348837209302325,0.0,0.0
games,svm-baseline,3,-0.050000000000000044,0.039028,0.56,0.5454545454545454,0.039028,0.375,1.0,40,0,,1.0,0.375,0.0,0.0
illiterate,svm-baseline,1,-0.050000000000000044,0.11242,0.7724137931034483,0.6,0.127027,0.6,0.6,34,0,,1.0,0.14705882352941177,0.0,0.0
illiterate,svm-baseline,2,-0.007446808510638343,0.023614,0.8859649122807017,0.75,0.856646,0.8571428571428571,0.6666666666666666,47,0,,1.0,0.2,0.0425531914893617,0.0
illiterate,svm-baseline,3,-0.050000000000000044,0.064089,0.7338709677419355,0.46153846153846156,0.892865,0.3333333333333333,0.75,35,0,,1.0,0.11428571428571428,0.0,0.0
mdwe,svm-baseline,1,-0.050000000000000044,0.011736,0.6266666666666667,0.64,0.853073,0.5333333333333333,0.8,25,0,,0.8,0.5,0.28,0.2
mdwe,svm-baseline,2,-0.050000000000000044,0.112124,0.6388888888888888,0.6399999999999999,0.112124,0.47058823529411764,1.0,17,0,,0.25,1.0,0.5294117647058824,0.75
mdwe,svm-baseline,3,-0.050000000000000044,0.039385,0.7582417582417582,0.6666666666666666,0.730383,0.8,0.5714285714285714,20,0,,0.5714285714285714,0.8,0.6,0.42857142857142855
ontologies,svm-baseline,1,-0.050000000000000044,0.028197,0.8592592592592592,0.7272727272727272,0.527108,0.6666666666666666,0.8,32,0,,1.0,0.15625,0.0,0.0
ontologies,svm-baseline,2,-0.050000000000000044,0.027957,0.5178571428571429,0.25,0.945029,1.0,0.14285714285714285,63,0,,1.0,0.1111111111111111,0.0,0.0
ontologies,svm-baseline,3,-0.050000000000000044,0.030271,0.7403846153846153,0.4,0.999991,0.5,0.3333333333333333,55,0,,1.0,0.05454545454545454,0.0,0.0
pair,svm-baseline,1,-0.050000000000000044,0.058408,0.6441176470588235,0.6363636363636365,0.553285,0.5833333333333334,0.7,27,0,,1.0,0.37037037037037035,0.0,0.0
pair,svm-baseline,2,-0.050000000000000044,0.019934,0.5847953216374269,0.5306122448979592,0.16049,0.41935483870967744,0.7222222222222222,56,0,,0.6666666666666666,0.4,0.35714285714285715,0.3333333333333333
pair,svm-baseline,3,-0.050000000000000044,0.136554,0.5416666666666666,0.48387096774193555,0.136554,0.3191489361702128,1.0,47,0,,1.0,0.3191489361702128,0.0,0.0
slr,svm-baseline,1,0.07499999999999996,0.062894,0.8666666666666667,0.888888888888889,0.868429,1.0,0.8,8,0,,0.8,0.8,0.25,0.2
slr,svm-baseline,2,0.04090909090909087,0.070037,0.6964285714285714,0.8235294117647058,0.070037,0.7,1.0,11,0,,0.7142857142857143,0.8333333333333334,0.2727272727272727,0.2857142857142857
slr,svm-baseline,3,0.07499999999999996,0.723351,0.5625,0.7272727272727273,0.723351,0.5714285714285714,1.0,8,0,,1.0,0.5,0.0,0.0
testing,svm-baseline,1,-0.050000000000000044,0.054132,0.8642857142857142,0.8571428571428571,0.967531,1.0,0.75,39,0,,1.0,0.10256410256410256,0.0,0.0
testing,svm-baseline,2,-0.050000000000000044,0.110468,0.4625,0.0909090909090909,0.110468,0.047619047619047616,1.0,42,0,,1.0,0.047619047619047616,0.0,0.0
testing,svm-baseline,3,-0.050000000000000044,0.032307,0.5833333333333333,0.2,0.805059,0.14285714285714285,0.3333333333333333,51,0,,1.0,0.058823529411764705,0.0,0.0
xbi,svm-baseline,1,0.7304878048780488,0.788215,0.9924242424242424,0.9411764705882353,0.788215,0.8888888888888888,1.0,41,0,,1.0,0.2222222222222222,0.12195121951219512,0.0
xbi,svm-baseline,2,0.6962686567164179,0.218688,0.8825136612021858,0.5217391304347826,0.218688,0.35294117647058826,1.0,67,0,,1.0,0.08955223880597014,0.0,0.0
xbi,svm-baseline,3,-0.050000000000000044,0.037762,0.7287234042553192,0.43478260869565216,0.873848,0.3333333333333333,0.625,55,0,,0.875,0.25,0.4727272727272727,0.125
